Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,VA,2015,"12        ",Female,16,Right-Handed,175,23.5,175,1,Car,5,.317,39,Baseball/Softball,727,583,775,583,356,973,23.5,"Same length",75,70,"Index finger",October,Winter,Yes,No,"Rice/Noodle dishes",Water,"Social studies",6,9,2,"Yes - broadband connection","Cell phone",300,360,8,.5,24,5,30,1,10,10,10,10,0,2,"A lot","Graduate degree",Reggae,"Freeze time",Healthy,"Sports person","Education/Youth development"
USA,MI,2015,"12        ",Female,15,Right-Handed,167.5,24.5,,2,Car,10,0.291,44,Soccer,1000,1000,1000,1000,125,500,25,,85,78,"Index finger",October,Fall,No,No,"No favorite",Water,Art,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2015,"12        ",Male,18,Right-Handed,173,23,180,2,"Rail (Train/Tram/Subway)",30,0.252,32,Basketball,650,700,800,300,1000,1000,23,"Same length",770,790,"Ring finger",March,Summer,No,No,Desserts,Water,"Mathematics and statistics",7.5,9.5,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",5,5,4,1,35,3,4,10,50,9,50,4,0,3,Some,"Graduate degree","Rap/Hip hop",Invisibility,Healthy,"Sports person","Wildlife, animals"
USA,NY,2015,"12        ",Female,18,Right-Handed,155,22,156,1,"Rail (Train/Tram/Subway)",30,0.349,52,Walking/Hiking,500,500,700,700,900,900,23,"Left foot",87,90,"Ring finger",March,Fall,Yes,No,Desserts,Tea,"Computers and technology",6,10,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",20,20,30,1,1,1,1,1,14,10,16,0,0,7,"A lot","Undergraduate degree",Pop,Invisibility,Happy,Relative,"Wildlife, animals"
USA,GA,2015,"12        ",Female,17,Right-Handed,155,20,55,2,Bus,12,1.049,50,Walking/Hiking,80,60,70,70,80,90,20,"Same length",70,60.5,"Index finger",February,Fall,No,No,Pizza/Pasta,Water,History,7,9,6,"Yes - broadband connection","In person",50,55,2,1,5,4,1,5,4,5,10,2,18,4,Some,"Graduate degree","Rap/Hip hop","Freeze time",Happy,"Musician or singer","International aid"
USA,CA,2015,"12        ",Female,18,Right-Handed,152.4,,,2,Car,4,578,84,Dancing,900,1000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,PA,2015,"12        ",Female,17,Right-Handed,167,24,167,1,,10,.415,37,Other,900,900,900,900,900,900,24,"Same length",100,105,"Ring finger",May,Spring,Yes,No,"No favorite",Water,Music,6,10,4,"Yes - broadband connection","Internet chat or instant messaging",40,60,7,.5,21,14,4,4,10,8,10,10,0,5,"A lot","Graduate degree",Classical,"Freeze time",Happy,Relative,"International aid"
USA,GA,2015,"12        ",Male,17,Right-Handed,185,50,183,3,Car,25,.156,37,Tennis,0,0,0,0,1000,1000,48,"Right foot",15,17,"Ring finger",September,Summer,No,No,"No favorite",Tea,"Mathematics and statistics",10,4,4,"Yes - other","Cell phone",100,100,40,30,0,0,20,0,20,20,20,10,0,0,None,"Undergraduate degree",Other,Fly,Rich,Relative,"Arts, culture, sports"
USA,OR,2015,"12        ",Female,17,Right-Handed,166,25,164,1,Car,9,.403,36,Other,800,850,900,800,700,700,26,"Left foot",90,90,"Same length",June,Summer,Yes,No,Pizza/Pasta,Water,"Social studies",8,10,4,"Yes - other","Text messaging",100,100,0,1,10,6,3,14,2,2,4,3,0,1,"A lot","Undergraduate degree",Country,Fly,Happy,Relative,"International aid"
USA,CA,2015,"12        ",Male,16,Right-Handed,180,28.5,180,4,Bus,60,0.287,45,Walking/Hiking,400,600,900,500,1000,950,28.5,"Same length",100,122,"Ring finger",April,Winter,No,No,"Rice/Noodle dishes","Sports drink",Science,6,10,3,"Yes - broadband connection","Text messaging",20,30,5,0.5,20,10,3,0,0.5,1,10,1,3,0.5,"A lot","Graduate degree",Classical,Telepathy,Happy,Relative,"Arts, culture, sports"
USA,PA,2015,"12        ",Male,18,Right-Handed,182.8,.25,178,2,Bus,30,.477,48,Dancing,900,700,200,950,100,150,.24,"Right foot",.7512,.889,"Ring finger",September,Fall,Yes,No,Pizza/Pasta,Juice,Music,7,5,6,"Yes - other","Text messaging",300,275,3,7,1,2,1,1,4,5,6,6,0,1,"Very little","Undergraduate degree",Pop,Telepathy,Rich,Actor,Health
USA,NC,2015,"12        ",Female,18,Right-Handed,158,22,145,1,Car,"7 ",.349,41,Other,749,549,449,449,849,1000,23,"Left foot",70.5,70.5,"Same length",October,Summer,Yes,No,"No favorite",Water,"Mathematics and statistics",6,10,4,"Yes - broadband connection","Text messaging",130,120,15,2,5,15,5,2,4,4,4,4,15,7,"A lot","Graduate degree",Other,Fly,Happy,"Doctor or nurse",Health
USA,TX,2015,"12        ",Male,16,Right-Handed,182.8,27.62,,1,Car,13,0.29,30,Baseball/Softball,166,134,144,246,444,497,25,"Right foot",140.4,142.2,"Ring finger",October,Winter,Yes,No,Pizza/Pasta,Water,Science,7,8,4,"Yes - other","Text messaging",30,30,4,.5,6,4,11,1,2,2,4,4,32,1,"A lot","Graduate degree",Country,Telepathy,Rich,"Sports person","Arts, culture, sports"
USA,IL,2015,"12        ",Male,18,Right-Handed,161,25,163,1,Bus,18,.777,49,Soccer,100,300,400,600,800,800,25,"Same length",80,85,"Ring finger",January,Summer,Yes,No,Meat,Water,History,7,8,4,"Yes - broadband connection","Text messaging",20,20,10,0,2,4,0,20,2,4,30,10,0,2,Some,Other,"Heavy metal",Invisibility,Rich,Relative,"Wildlife, animals"
USA,WA,2015,"12        ",Male,17,Right-Handed,183.5,26.5,,2,Car,5,.691,52,Swimming,400,650,200,500,750,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2015,"12        ",Male,17,Right-Handed,183,28.3,183,3,"Rail (Train/Tram/Subway)",15,.343,45,Walking/Hiking,750,500,1000,750,500,750,28.3,"Same length",10.2,11,"Ring finger",July,Fall,No,No,"Rice/Noodle dishes",Water,History,7,10,2,"Yes - broadband connection","Internet chat or instant messaging",250,250,10,10,15,5,8,2,2,4,15,0,8,2,"A lot","Graduate degree",Classical,Fly,Healthy,Friend,"Arts, culture, sports"
USA,CA,2015,"12        ",Male,17,Right-Handed,66,12,66,2,Car,10,.38,37,"Football (American)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,AL,2015,"12        ",Female,17,Left-Handed,162,24,164,1,Car,25,.681,35,Baseball/Softball,,,,,,,24,"Same length",8,7.5,"Index finger",February,Fall,Yes,No,Pizza/Pasta,Water,History,8,9,4,"No internet connection","Text messaging",200,201,18,2,7,24,20,0,14,20,10,10,0,1,Some,"Graduate degree",Pop,Telepathy,Happy,Relative,"Wildlife, animals"
USA,IL,2015,"12        ",Female,17,Right-Handed,173,23,164,2,Car,15,.338,31,Baseball/Softball,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CO,2015,"12        ",Female,17,Right-Handed,170.1,,,2,Car,15,.0445,,Soccer,600,500,600,800,200,200,,"Right foot",,,"Same length",September,Fall,No,No,"Rice/Noodle dishes",Water,Art,6,9,3,"Yes - broadband connection","Text messaging",60,40,7,,9,5,5,2,3,9,9,3,27,2,"A lot","Graduate degree",Country,Fly,Happy,Teacher,"Arts, culture, sports"
USA,CO,2015,"12        ",Female,17,Right-Handed,170,23,170,1,Car,5,,,Soccer,100,100,100,100,1000,1000,23,"Same length",35,35,"Index finger",December,Fall,Yes,No,Seafood,Water,"Mathematics and statistics",6.5,8,4,"Yes - broadband connection","Text messaging",5000,5015,90,1,4,40,4,0,20,130,4,10,30,0,"A lot","Graduate degree",Pop,Invisibility,Rich,Relative,Health
USA,MI,2015,"12        ",Male,18,Right-Handed,182,32,184,1,Car,3,.27,52,Cycling,400,300,300,600,900,700,31,"Right foot",80,80,"Same length",March,Winter,Yes,No,Pizza/Pasta,Milk,"Computers and technology",8,8,4,"Yes - broadband connection","In person",0,0,2,0,5,2,2,10,10,0,10,8,0,4,"Very little",Other,Techno/Electronic,"Super strength",Rich,Actor,"Wildlife, animals"
USA,IL,2015,"12        ",Male,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,AL,2015,"12        ",Male,16,Right-Handed,192,37,186,1,Car,10,.8,44,"Football (American)",,,,,,,37,"Same length",80,82,"Ring finger",May,Winter,Yes,No,Meat,Tea,Geography,8,9,4,"Yes - other","Text messaging",30,30,5,1,10,14,12,8,6,2,12,14,0,5,Some,"Undergraduate degree",Country,"Super strength",Healthy,"Sports person","Arts, culture, sports"
USA,MI,2015,"12        ",Male,17,Right-Handed,180,25,163,2,Car,7,.242,48,Soccer,1000,1000,1000,999,999,1000,26,"Left foot",80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TX,2015,"12        ",Female,16,Right-Handed,170.1,24.5,155,2,Car,10,.837,52,Soccer,500,300,600,400,900,1000,25,"Left foot",.08,.075,"Index finger",August,Fall,No,No,Breads/Sandwiches,Water,Science,8,11,3,"Yes - broadband connection","In person",15,20,48,2,21,10,5,0,15,3,15,14,9,5,"A lot","Graduate degree","Punk rock",Fly,Happy,"Doctor or nurse",Health
USA,CO,2015,"12        ",Female,18,Left-Handed,165,25,"165 ",2,Car,5,0.5,47,"Martial Arts",900,800,800,600,1000,1000,25,"Same length",76,76,"Ring finger",February,Fall,No,Yes,Pizza/Pasta,Water,Art,7,10,3,"Yes - broadband connection","Internet chat or instant messaging",1,1,0,0,5,3,6,20,0,50,50,0,1,5,"A lot","Graduate degree","Heavy metal",Fly,Happy,Friend,"International aid"
USA,WI,2015,"12        ",Male,16,Ambidextrous,169,26,176,1,Car,10,0.656,33,Soccer,7000,7000,5000,5000,1000,1000,27,"Left foot",85,100,"Ring finger",January,Summer,No,No,Pizza/Pasta,Water,"Social studies",7,9,2,"Yes - broadband connection","In person",17,22,71,5,9,4,8.75,4,3,3,5,2,12,5,"A lot","Graduate degree","Rap/Hip hop","Freeze time",Happy,Other,"Education/Youth development"
USA,MI,2015,"12        ",Male,17,Right-Handed,135,31,183,1,Bus,25,0.284,43,"Hockey (Ice)",700,650,300,400,250,500,26,"Same length",80,75,"Index finger",January,Winter,No,No,Meat,Juice,Other,8,10,4,"Yes - broadband connection","Text messaging",100,90,1,0,2,5,4,10,3,3,2,1,20,2,Some,"Some college","Rap/Hip hop",Invisibility,Rich,Other,Environment
USA,CA,2015,"12        ",Female,17,Right-Handed,160,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,IN,2015,"12        ",Female,16,Right-Handed,171,25,170,1,Car,5,.34,37,Cycling,1000,1000,800,800,50,50,24,"Right foot",100,100,"Same length",June,Fall,Yes,No,Fruit,Water,Music,7,10,6,"Yes - other","In person",33,46,6,.5,8,9,3,0,14,2,1,2,0,3,Some,"Graduate degree",Other,Telepathy,Happy,Friend,Environment
USA,WI,2015,"12        ",Female,17,Right-Handed,166,24,163,2,Car,7,0.577,38,Soccer,529,439,658,364,278,465,23,"Right foot",88,80,"Index finger",June,Summer,No,No,Seafood,Water,History,7.5,10,7,"Yes - other","Text messaging",50,60,15,2,6,50,20,5,10,10,10,4,16,20,Some,"Graduate degree",Country,"Freeze time",Happy,"Community leader or elder",Religious
USA,VA,2015,"12        ",Female,18,Right-Handed,167.6,25,170.2,2,Car,10,0.272,46,Swimming,610,508,551,503,305,503,24,"Right foot",76.2,76.2,"Same length",September,Winter,No,No,Poultry,Tea,English,6,10,4,"Yes - broadband connection","Text messaging",0,0,5,0,1,2,1,3,5,0,8,5,0,2,Some,"Some college","Rock and roll",Fly,Healthy,Actor,Environment
USA,IL,2015,"12        ",Female,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OH,2015,"12        ",Female,20,Right-Handed,160,22,209,1,Walk,5,0.371,36,Dancing,100,100,500,500,1000,1000,21,"Right foot",8,7,"Ring finger",January,Fall,Yes,No,Seafood,Water,"Mathematics and statistics",8,10,5,"Yes - broadband connection","Text messaging",150,150,90,65,65,65,50,0,90,112,90,90,45,45,Some,"Graduate degree",Country,Invisibility,Happy,Relative,"Wildlife, animals"
USA,CA,2015,"12        ",Female,17,Right-Handed,158,28,75,1,Car,10,0.46,58,Golf,2,3,50,40,100,1000,28,"Same length",60,70,"Same length",February,Winter,Yes,No,Breads/Sandwiches,Water,"Mathematics and statistics",9,9,4,"Yes - other","Text messaging",100,100,1,0,7,15,13,0,5,10,9,0,0,0,Some,"Undergraduate degree",Pop,Fly,Famous,"Sports person","Wildlife, animals"
USA,NC,2015,"12        ",Male,17,Right-Handed,80,31,80,2,Car,10,.728,70,Dancing,700,600,700,900,400,500,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,IL,2015,"12        ",Male,17,Right-Handed,177.8,26,162,2,Car,20,.2,51,Basketball,0,500,500,0,500,1000,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,WI,2015,"12        ",Female,17,Right-Handed,178,24,174,2,Car,16,.43,46,Other,300,450,200,200,800,950,25,"Left foot",85,80,"Index finger",March,Fall,No,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",7,10,4,"Yes - broadband connection","Text messaging",50,50,6,1,10,1,10,0,2,2,1,3,10,1,"A lot","Graduate degree",Pop,"Freeze time",Healthy,Relative,"International aid"
USA,CA,2015,"12        ",Male,17,Right-Handed,80,19,173,2,Walk,40,.405,41,Lacrosse,1000,500,500,750,250,600,20,"Left foot",7.5,8,"Ring finger",January,Summer,No,No,Meat,Water,History,7,11,3,"Yes - broadband connection","In person",1,89,14,3,20,.5,15,13,2,3,20,20,0,4,"A lot","High school","Rap/Hip hop",Fly,Rich,"Sports person","Arts, culture, sports"
USA,PA,2015,"12        ",Male,18,Right-Handed,185.4,28,80.8,1,Car,18,.425,32,Other,626,781,925,797,561,684,28,"Same length",97.5,97.5,"Same length",July,Winter,No,No,Meat,Water,Music,7,10,4,"Yes - other","In person",5,7,9.253,0.456,0.978,1.276,0.045,9.765,0.000,0.056,3.456,21.67,0.000,2.435,"Very little","Graduate degree","Rhythm and blues (R&B)","Freeze time",Happy,"Coach or club leader",Health
USA,IL,2015,"12        ",Male,17,Ambidextrous,170,28,162,1.5,Car,7,.357,42,Baseball/Softball,400,500,600,759,469,569,27,"Right foot",7.5,8,"Ring finger",September,Fall,Yes,No,Meat,Water,"Physical education",7,8,4,"Yes - broadband connection","Cell phone",400,399,24,4,8,40,100,1,1,1,1,1,1,1,Some,Other,Country,"Super strength",Happy,"Sports person","Education/Youth development"
USA,CO,2015,"12        ",Female,17,Right-Handed,172,25,169,1,Car,20,.787,65,Other,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TX,2015,"12        ",Male,18,Right-Handed,69,11,77,1,Car,10,0.212,71,"Football (American)",30,60,70,20,100,100,11,"Same length",9,8,"Index finger",October,Summer,No,No,"Rice/Noodle dishes",Water,"Computers and technology",6,8,4,"Yes - broadband connection","In person",2,6,2,0,0,4,2,3,12,2,12,12,8,1,"Very little","Graduate degree","Rap/Hip hop","Super strength",Rich,"Musician or singer","Education/Youth development"
USA,NY,2015,"12        ",Male,17,Right-Handed,169,25,177,2,"Rail (Train/Tram/Subway)",40,.623,38,"Football (American)",1000,800,800,700,400,700,26,"Left foot",90,88,"Index finger",November,Summer,No,No,Fruit,Milk,History,8,10,4,"Yes - broadband connection","In person",10,30,15,1,8,10,15,6,10,1,5,4,8,8,Some,"Graduate degree","Punk rock","Freeze time",Happy,Other,"Education/Youth development"
USA,CO,2015,"12        ",Male,17,Right-Handed,167.6,25.9,121.9,1,Car,10,.389,44,Basketball,914,476,225,551,1000,1000,23,"Same length",120,130,"Ring finger",September,Winter,Yes,No,Seafood,Juice,History,8,8,3,"Yes - broadband connection","Text messaging",15,4,12,1,2,1,1,5,2,5,8,6,16,3,Some,"Graduate degree","Heavy metal",Fly,Happy,"Musician or singer","Arts, culture, sports"
USA,OK,2015,"12        ",Female,16,Left-Handed,152,21,154,1,Car,7,.645,55,Walking/Hiking,500,1000,1000,1000,750,1000,22,"Left foot",90,70,"Index finger",November,Fall,No,No,"No favorite","Soft drink (caffeinated)","Mathematics and statistics",6,3,3,"Yes - broadband connection","Text messaging",200,200,10,1,5,3,0,0,20,100,100,5,0,10,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,Relative,Environment
USA,WA,2015,"12        ",Male,17,Left-Handed,181,75,182,1,Car,3,.446,45,"Football (American)",1000,600,450,689,654,1000,80,"Left foot",80,75,"Index finger",September,Summer,No,No,Meat,"Sports drink","Physical education",9,12,6,"Yes - other","Text messaging",500,750,84,1,7,10,14,1,80,85,5,2,0,2,"A lot","Graduate degree","Rap/Hip hop","Super strength",Famous,"Sports person","Arts, culture, sports"
USA,CA,2015,"12        ",Female,18,Right-Handed,160,24,154,2,Car,"30 ",0.913,52,Baseball/Softball,600,200,1000,1000,100,1000,25,"Left foot",90,80,"Ring finger",April,Spring,No,Yes,Meat,Water,"Physical education",5,9,4,"Yes - other","Text messaging",100,125,10,2,14,9,10,0,5,24,40,0,0,21,"A lot","Graduate degree","Rap/Hip hop",Invisibility,Famous,Relative,Health
USA,IL,2015,"12        ",Male,17,Left-Handed,173,27,182,2,Bicycle,5,0.376,41,Other,1000,1000,1000,1000,1000,1000,26,"Right foot",8,8.5,"Ring finger",November,Winter,No,No,Pizza/Pasta,Water,English,8,8,4,"Yes - broadband connection","In person",0,0,7,1,7,,,,,,,,,,,,,,,,
USA,CA,2015,"12        ",Female,17,Left-Handed,167.4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MO,2015,"12        ",Male,17,Right-Handed,182.9,26,180,1,Car,5,.316,35,Basketball,1,2,3,4,5,10,26,"Same length",19,8,"Ring finger",September,Fall,Yes,No,Pizza/Pasta,Other,"Mathematics and statistics",6,8,4,"Yes - broadband connection","Cell phone",50,25,0,5,.5,1,5,2,5,4,6,76,7,8,None,"Undergraduate degree","Rap/Hip hop",Fly,Rich,"Sports person","Wildlife, animals"
USA,WI,2015,"12        ",Male,17,Right-Handed,174,24,170,1,Car,15,.453,47,Soccer,465,460,449,749,567,594,24,"Same length",83,71,"Index finger",November,Fall,No,No,Meat,Water,"Mathematics and statistics",7,9,3,"Yes - broadband connection","Text messaging",12,90,9,1,7,4,12,1,5,5,2,12,10,1,"Very little","Graduate degree","Rap/Hip hop",Invisibility,Rich,"Business person","Arts, culture, sports"
USA,CA,2015,"12        ",Male,17,Right-Handed,168,23,168,1,Car,40,.3,37,None,620,754,722,487,241,626,24,"Left foot",8,7,"Index finger",April,Winter,No,No,Seafood,Juice,Art,7,10,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",30,30,57,2,23,36,0,48,5,9,50,9,0,2,Some,"Some college",Other,Fly,Happy,Relative,Health
USA,OK,2015,"12        ",Male,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CO,2015,"12        ",Female,16,Left-Handed,160,17,,2,Car,30,0.427,42,Other,791,487,738,818,257,481,17,"Same length",,,"Index finger",September,Fall,No,No,"No favorite",Water,History,5,9,3,"Yes - other","Text messaging",50,60,,,,,,,,,,,,,"A lot",Other,"Rap/Hip hop",Telepathy,Famous,Relative,"Wildlife, animals"
USA,TN,2015,"12        ",Female,18,Left-Handed,160,21.5,62,2,Car,3,0.79,51,Swimming,800,800,800,800,700,900,22,"Same length",66,70,"Ring finger",December,Fall,Yes,No,Pizza/Pasta,Water,Art,8,9,4,"Yes - other","Text messaging",50,50,8,4,10,3,1,1,7,15,10,4,10,15,,"Graduate degree",Country,Fly,Happy,Friend,"International aid"
USA,CA,2015,"12        ",Female,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,UT,2015,"12        ",Male,17,Right-Handed,171,22,168,2,Car,10,0.42,53,Basketball,,,,,,,22,"Same length",80,85,"Ring finger",April,Summer,No,No,Meat,"Sports drink","Physical education",7,7,5,"Yes - other","Text messaging",3000,3000,5,0,2,3,10,0,12,5,0,2,0,6,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,"Sports person",Health
USA,CA,2015,"12        ",Male,27,Right-Handed,168,25,166,1,Car,20,0.392,36,Bowling,316,540,230,278,1000,1000,26,"Left foot",80,80,"Same length",November,Winter,No,No,"Rice/Noodle dishes",Water,Science,7,9,2,"Yes - broadband connection","Text messaging",40,40,15,1,20,1,2,1,4,5,30,4,42,4,Some,"Graduate degree","Punk rock",Fly,Happy,Friend,"Education/Youth development"
USA,FL,2015,"12        ",Male,17,Right-Handed,185.4,30.5,200,2,Car,"27 ",.183,69,"Football (American)",750,700,975,900,470,980,30.5,"Same length",100,104,"Ring finger",October,Spring,Yes,No,Meat,Water,History,6.5,8.5,3,"Yes - broadband connection","Text messaging",103,94,8,2,20,16,24,0,34,72,26,28,6,7,Some,"Graduate degree",Country,Telepathy,Happy,Friend,"Wildlife, animals"
USA,OK,2015,"12        ",Male,17,Right-Handed,172.5,26.7,165,2,Car,15,0.279,30,Soccer,1000,1000,1000,1000,800,1000,26.7,"Same length",,10,"Index finger",February,Spring,No,No,Meat,"Sports drink",History,6,5,4,"Yes - broadband connection","Text messaging",600,524,60,70,10,20,100,0,50,100,2,1,10,0,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,"Business person",Other
USA,AZ,2015,"12        ",Male,17,Right-Handed,183,26,186,1,Car,40,.68,60,"Hockey (Ice)",500,500,1000,250,500,500,26,"Same length",80,90,"Ring finger",January,Summer,No,No,Meat,Water,History,6,11,5,"Yes - broadband connection","Text messaging",7,200,12,1,12,7,6,0,2,20,5,5,10,5,"A lot","Undergraduate degree",Country,Fly,Rich,"Business person","Education/Youth development"
USA,CT,2015,"12        ",Female,167,Right-Handed,"5.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2015,"12        ",Female,17,Right-Handed,167,30,155,1.5,Bus,35,0.44,40,Other,348,465,674,663,599,877,30,"Same length",28,28,"Same length",June,Fall,Yes,No,Pizza/Pasta,Tea,Music,8,11,6,"Yes - broadband connection","Text messaging",200,190,45,20,8,60,5,1,35,65,100,41,0,8,"A lot","Graduate degree",Classical,Telepathy,Happy,Friend,"Arts, culture, sports"
USA,IL,2015,"12        ",Male,17,Right-Handed,166,26,169,1,Bicycle,2,0.256,39,Dancing,850,650,900,700,600,500,27,"Left foot",68,71,"Ring finger",November,Summer,No,No,Pizza/Pasta,Water,Music,8,10,5,"Yes - other","Text messaging",150,150,10,.5,10,1,20,6,2,10,10,2,0,3,Some,"Graduate degree",Other,Telepathy,Famous,"Musician or singer","Arts, culture, sports"
USA,WI,2015,"12        ",Female,17,Right-Handed,172,26,171,2,Car,9,0.371,72,Athletics,500,200,10,500,950,1000,25,"Right foot",7.0,6.9,"Index finger",November,Fall,No,No,Pizza/Pasta,Water,Languages,6,9,6,"Yes - broadband connection","Text messaging",20,70,12,2,2,4,6,10,30,20,20,4,12,2,"A lot","Undergraduate degree","Rap/Hip hop",Invisibility,Happy,Relative,Health
USA,IN,2015,"12        ",Female,17,Ambidextrous,170,17.78,172,1,Car,5,0.386,45,Baseball/Softball,460,1000,214,262,529,1000,17.82,"Left foot",101,104,"Ring finger",October,Spring,Yes,No,Poultry,Water,"Mathematics and statistics",6,6,4,"Yes - broadband connection","Text messaging",60,56,15,3,10,24,30,0,50,50,50,15,12,0,Some,"Graduate degree",Country,Invisibility,Happy,Relative,"Education/Youth development"
USA,CA,2015,"12        ",Male,19,Left-Handed,,1.68,76,2,Bus,20,1,1,Soccer,990,998,1000,999,770,760,28,"Same length",7,8,"Same length",December,Summer,No,No,Fruit,Water,"Mathematics and statistics",8,9,5,"Yes - other","Text messaging",100,100,1,0,1,0,2,0,3,3,4,1,1,3,None,"Graduate degree",Techno/Electronic,Invisibility,Healthy,"Community leader or elder",Health
USA,CO,2015,"12        ",Male,17,,183,26.2,185.4,2,Car,16,.246,30,Other,599,545,759,695,1000,1000,27.6,"Left foot",82.5,88.9,"Ring finger",April,Fall,No,No,Meat,Water,Science,7,8,6,"Yes - broadband connection","Text messaging",78,82,7,0,,3,8,6,.4,1,8,.2,,,Some,"Graduate degree",Other,"Freeze time",Happy,Relative,Health
USA,CO,2015,"12        ",Male,17,Right-Handed,197.5,26.25,,1,Car,15,,,"Football (American)",0,0,0,0,0,0,26.23,"Right foot",15,25,"Index finger",March,Fall,No,No,Meat,"Sports drink","Mathematics and statistics",6,7,5,"Yes - broadband connection","In person",20,29,4,,,,,,,,,,,,"A lot","Graduate degree","Rap/Hip hop",Fly,Happy,"Sports person",Health
USA,MA,2015,"12        ",Male,17,Right-Handed,180,27,179,1,Car,5,.298,60,Baseball/Softball,750,750,750,700,800,850,26,"Right foot",8,8,"Same length",December,Fall,Yes,No,Meat,Water,"Physical education",8,8,5,"Yes - broadband connection","Text messaging",15,15,3,5,2,10,10,1,1,4,20,5,0,4,Some,"Graduate degree",Country,Invisibility,Rich,"Sports person","Wildlife, animals"
USA,FL,2015,"12        ",Male,17,Right-Handed,185.4,28,188.5,2,Car,5,0.413,45,Dancing,500,400,250,250,1000,900,28,"Same length",80,80,"Same length",November,Winter,No,No,"Rice/Noodle dishes",Coffee,Languages,6,10,4,"Yes - other","Cell phone",10,30,1,10,15,5,0,0,3,3,5,5,0,.5,"A lot","Graduate degree",Jazz,Fly,Happy,"Musician or singer",Health
USA,CO,2015,"12        ",Female,17,Right-Handed,172,25.1,132,1,Car,5,.333,27,Swimming,1000,1000,500,500,1000,1000,26,"Same length",65,68,"Ring finger",February,Fall,No,No,Seafood,Water,Music,6.5,8,5,"Yes - broadband connection","Text messaging",30,30,20,.2,4,2,4,40,4,3,50,3,0,6,"A lot","Graduate degree","Rock and roll",Telepathy,Rich,Friend,"Wildlife, animals"
USA,CA,2015,"12        ",Female,17,Left-Handed,63,22,153,2,Car,28,0.356,44,Other,800,700,1000,800,500,500,22,"Same length",66,71,"Ring finger",March,Winter,No,No,"Rice/Noodle dishes",Water,Science,6,8,5,"Yes - other","Text messaging",30,30,2,1,25,20,6,10,8,3,10,5,0,3,"A lot","Graduate degree","Rap/Hip hop",Fly,Happy,"Doctor or nurse",Health
